tournament_id,team_id,team_name,squad_size,squad_perf_coverage,squad_elo_coverage,squad_avg_club_strength,squad_max_club_strength,squad_min_club_strength,squad_pct_elite_clubs,squad_n_clubs,squad_n_leagues,squad_avg_minutes,squad_total_minutes,squad_avg_goals,squad_total_goals,squad_avg_assists,squad_avg_appearances,squad_fwd_avg_goals,squad_fwd_avg_assists,squad_fwd_avg_minutes,squad_fwd_avg_strength,squad_mid_avg_goals,squad_mid_avg_assists,squad_mid_avg_minutes,squad_mid_avg_strength,squad_def_avg_minutes,squad_def_avg_goals,squad_def_avg_strength,squad_gk_avg_clean_sheets,squad_gk_avg_minutes,squad_gk_avg_goals_conceded,squad_gk_avg_strength,year
WC-2006,T-31,Germany,17,0.9411764705882353,0.9411764705882353,1745.711219788125,1940.9510498,1555.8182373,0.125,11.0,4.0,1568.875,25102.0,5.75,92.0,4.25,37.875,14.0,8.0,583.0,1667.5982666,5.8,5.8,1464.0,1762.02841797,909.75,1.75,1764.6999511725,19.666666666666668,3937.0,37.666666666666664,1797.3481852233333,2006
WC-2006,T-32,Ghana,9,0.7777777777777778,0.7777777777777778,1647.7538721645672,1940.9510498,1445.59570312,0.14285714285714285,7.0,7.0,612.8571428571429,4290.0,4.857142857142857,34.0,3.142857142857143,30.142857142857142,8.5,3.0,160.5,1510.1002225009847,5.333333333333333,5.0,1053.0,1766.5317382800001,630.0,1.0,1768.88574219,2.0,180.0,0.0,1445.59570312,2006
WC-2006,T-38,Iran,5,1.0,1.0,1526.410677084,1720.52319336,1433.46371799,0.0,5.0,2.0,1034.8,5174.0,3.4,17.0,1.8,27.8,5.0,3.0,773.0,1611.13903809,3.0,1.5,1100.25,1505.2285868325,,,,,,,,2006
WC-2006,T-41,Italy,19,0.9473684210526315,0.9473684210526315,1824.5865587036667,1948.81884766,1660.29504395,0.5,7.0,3.0,992.3333333333334,17862.0,5.777777777777778,104.0,3.5,41.44444444444444,17.5,6.25,351.25,1822.15048218,5.0,5.4,1024.6,1869.202294924,805.2857142857143,1.2857142857142858,1803.4325727199287,13.0,2848.5,33.0,1791.95832214325,2006
WC-2006,T-42,Ivory Coast,18,0.8888888888888888,0.8333333333333334,1708.9730265300334,1940.9510498,1502.8855712885002,0.2,14.0,10.0,637.8125,10205.0,3.5,56.0,2.6875,30.75,12.666666666666666,7.0,765.3333333333334,1880.526611325,1.75,2.0,269.0,1665.1235992445,809.125,1.375,1713.77027587925,0.0,360.0,6.0,1502.8855712885002,2006
WC-2006,T-44,Japan,14,0.7142857142857143,0.5,1637.2964869907144,1720.52319336,1502.8855712885002,0.0,7.0,7.0,296.8,2968.0,1.9,19.0,1.7,16.1,2.3333333333333335,0.6666666666666666,338.0,1632.2410380049998,2.5,2.75,198.25,1633.9636637366666,387.0,0.6666666666666666,1662.46130371,,,,,2006
WC-2006,T-46,Mexico,19,0.9473684210526315,0.10526315789473684,1850.347229005,1972.82653809,1727.86791992,0.5,2.0,2.0,966.1666666666666,17391.0,3.7222222222222223,67.0,0.2222222222222222,29.833333333333332,10.666666666666666,0.3333333333333333,557.6666666666666,1727.86791992,4.125,0.0,882.25,,220.25,0.5,1972.82653809,6.0,2593.0,37.666666666666664,,2006
WC-2006,T-48,Netherlands,17,1.0,1.0,1782.5253259994117,1972.82653809,1668.16442871,0.35294117647058826,10.0,9.0,1027.9411764705883,17475.0,7.176470588235294,122.0,4.117647058823529,39.411764705882355,16.2,6.4,683.8,1789.31899414,9.0,5.5,724.0,1759.523742675,490.0,0.8333333333333334,1792.3924357100002,20.5,4110.0,41.5,1781.942993165,2006
WC-2006,T-55,Paraguay,15,0.5333333333333333,0.26666666666666666,1720.6334381095833,1837.66638184,1530.6810913083332,0.0,4.0,4.0,704.75,5638.0,7.875,63.0,1.75,34.125,11.4,1.8,458.6,1812.20324707,3.0,5.0,896.0,1530.6810913083332,1224.5,1.5,1727.44616699,,,,,2006
WC-2006,T-57,Poland,12,0.9166666666666666,0.8333333333333334,1510.5224120246944,1731.61279297,1301.23046875,0.0,10.0,6.0,1050.4545454545455,11555.0,2.272727272727273,25.0,0.45454545454545453,25.09090909090909,14.0,1.0,297.0,1338.86717987125,3.0,1.3333333333333333,358.6666666666667,1559.9878359198149,265.25,0.5,1504.5998967483335,15.0,3040.3333333333335,31.666666666666668,1524.19791412375,2006
WC-2006,T-58,Portugal,19,0.8421052631578947,0.8421052631578947,1770.7646636975,1972.82653809,1643.68554688,0.3125,12.0,7.0,1076.375,17222.0,4.5,72.0,3.125,34.3125,10.2,4.8,575.8,1721.3559570339999,4.666666666666667,7.666666666666667,1093.3333333333333,1835.8453369166666,1175.1666666666667,1.1666666666666667,1803.3132934566665,13.0,2006.0,14.5,1699.01953125,2006
WC-2006,T-67,Serbia and Montenegro,10,0.8,0.6,1786.884399415,1884.14453125,1662.46130371,0.3333333333333333,6.0,6.0,757.625,6061.0,3.125,25.0,1.875,27.25,6.0,2.0,198.0,,5.5,3.5,1059.0,1748.261413575,749.0,1.6,1806.195892335,,,,,2006
WC-2006,T-71,South Korea,18,0.8333333333333334,0.2777777777777778,1701.5824230978,1881.11254883,1560.98718262,0.2,5.0,4.0,924.0,13860.0,2.533333333333333,38.0,1.5333333333333334,25.533333333333335,5.75,1.0,646.75,1680.384893799,3.0,3.4,1480.6,1689.0017903666667,0.0,0.0,1760.52185059,5.666666666666667,1290.0,15.333333333333334,,2006
WC-2006,T-73,Spain,20,0.95,0.95,1861.8382722558947,1972.82653809,1680.90625,0.7368421052631579,9.0,4.0,1296.9473684210527,24642.0,4.842105263157895,92.0,2.526315789473684,43.0,16.0,3.0,460.3333333333333,1837.7198486333334,4.375,4.875,973.75,1882.557775879,1089.8333333333333,1.5,1841.9929809583334,24.5,4466.0,42.0,1874.6737670900002,2006
WC-2006,T-74,Sweden,11,1.0,0.7272727272727273,1728.839577993125,1972.82653809,1376.620310465,0.375,8.0,6.0,833.7272727272727,9171.0,4.454545454545454,49.0,3.3636363636363638,30.09090909090909,13.666666666666666,6.666666666666667,834.0,1855.4007568366667,2.0,3.25,857.25,1766.795898435,0.0,0.0,1677.15112305,7.0,3240.0,47.0,1376.620310465,2006
WC-2006,T-75,Switzerland,17,1.0,1.0,1683.7039501710328,1948.81884766,1462.716198729,0.23529411764705882,15.0,7.0,1287.2941176470588,21884.0,2.411764705882353,41.0,2.235294117647059,32.470588235294116,4.0,2.0,438.5,1665.47741699,5.4,4.0,764.6,1670.1213403338,922.0,0.8571428571428571,1754.981777517,12.0,3576.6666666666665,46.333333333333336,1552.177724879852,2006
WC-2006,T-77,Togo,13,0.9230769230769231,0.6153846153846154,1565.22430843775,1716.01867676,1433.46371799,0.0,6.0,3.0,331.0833333333333,3973.0,2.5,30.0,0.75,18.666666666666668,5.0,2.25,456.5,1556.1688476563752,2.5,0.0,491.75,1538.9113943591667,0.0,0.0,,0.0,180.0,3.0,1680.384893799,2006
WC-2006,T-78,Trinidad and Tobago,11,0.9090909090909091,0.45454545454545453,1486.4357360823335,1655.12280273,1382.8001912433335,0.0,5.0,3.0,901.3,9013.0,5.2,52.0,1.0,32.8,9.0,0.2,333.4,1464.7518954794443,2.0,3.5,1608.5,1382.8001912433335,924.5,1.5,,7.0,2280.0,32.0,1655.12280273,2006
WC-2006,T-79,Tunisia,9,1.0,1.0,1599.4029893293055,1727.86791992,1476.701015895,0.0,9.0,7.0,361.0,3249.0,0.8888888888888888,8.0,0.4444444444444444,22.11111111111111,0.0,0.0,0.0,1502.8855712885002,0.5,0.75,350.5,1559.8467665771875,461.75,1.5,1663.088566591625,,,,,2006
WC-2006,T-81,Ukraine,12,1.0,0.9166666666666666,1621.5276752823863,1948.81884766,1535.78309631375,0.09090909090909091,8.0,3.0,665.5,7986.0,5.833333333333333,70.0,4.0,28.5,11.0,5.5,486.5,1729.7900733959375,5.666666666666667,7.666666666666667,968.3333333333334,1591.5039164225,513.75,2.25,1535.78309631375,7.0,1080.0,10.0,1535.78309631375,2006
WC-2006,T-83,United States,17,0.7647058823529411,0.5882352941176471,1615.3615115695,1881.11254883,1433.46371799,0.1,9.0,6.0,1321.6153846153845,17181.0,1.8461538461538463,24.0,0.6153846153846154,25.153846153846153,1.0,0.0,210.0,,3.6,0.8,745.4,1614.5656382225,1363.0,1.25,1575.0961823666667,11.333333333333334,2597.3333333333335,29.0,1656.688005235,2006
WC-2010,T-01,Algeria,17,1.0,1.0,1625.1390434641205,1750.00952148,1417.441741943125,0.0,16.0,10.0,860.8235294117648,14634.0,2.4705882352941178,42.0,2.5294117647058822,25.941176470588236,4.666666666666667,3.3333333333333335,468.0,1526.512707519875,2.0,2.125,671.5,1672.0404869078125,1309.6666666666667,2.0,1611.9169535113208,,,,,2010
WC-2010,T-03,Argentina,21,0.7619047619047619,0.7142857142857143,1809.9085017914667,2018.15246582,1626.39025879,0.4,14.0,9.0,1175.8125,18813.0,9.875,158.0,4.5,37.5,30.5,9.75,592.5,1872.1523437525,4.6,6.6,901.2,1775.5973718281998,1135.6,2.6,1868.15283203,11.5,3129.5,40.5,1654.7099823005,2010
WC-2010,T-04,Australia,18,0.8888888888888888,0.7222222222222222,1616.8439710203786,1780.85253906,1470.710260564091,0.0,11.0,9.0,1193.3125,19093.0,3.875,62.0,3.0,32.25,10.5,3.5,473.5,1621.03540039,3.2857142857142856,3.5714285714285716,489.85714285714283,1615.083322235682,913.6,3.6,1623.9045715325,16.5,5074.5,69.5,1605.9090016654168,2010
WC-2010,T-09,Brazil,21,0.9047619047619048,0.8571428571428571,1833.2977091477778,2018.15246582,1699.4173584,0.2777777777777778,13.0,8.0,1377.1052631578948,26165.0,4.7368421052631575,90.0,4.157894736842105,39.31578947368421,11.0,7.0,436.0,1768.8327636733331,3.6666666666666665,3.8333333333333335,907.6666666666666,1805.03359375,1388.2857142857142,5.0,1874.6183035728573,15.333333333333334,3231.0,32.666666666666664,1848.4547932933335,2010
WC-2010,T-11,Cameroon,17,0.9411764705882353,0.9411764705882353,1700.1021570489445,1868.9987793,1487.9013875327778,0.0625,14.0,8.0,1275.9375,20415.0,2.5625,41.0,1.375,31.9375,7.0,2.0,315.0,1672.8519142446112,1.5,2.5,1271.0,1716.0629628506945,1444.2857142857142,2.0,1704.3893653657856,8.5,2138.0,30.0,1694.050680543,2010
WC-2010,T-13,Chile,19,0.8421052631578947,0.5789473684210527,1628.3703875091726,1748.33325195,1417.441741943125,0.0,10.0,9.0,1185.6875,18971.0,2.8125,45.0,3.125,27.1875,6.4,6.4,1012.0,1698.190115358875,1.6,3.4,1237.2,1630.8979936085227,998.25,1.25,1524.5579071065624,6.5,1866.0,25.0,1546.606012518182,2010
WC-2010,T-22,Denmark,20,1.0,0.9,1626.909743359858,1868.9987793,1450.5456848158335,0.1111111111111111,16.0,10.0,865.5,17310.0,3.6,72.0,2.4,28.05,9.666666666666666,4.0,340.3333333333333,1635.7591213675926,4.111111111111111,3.7777777777777777,400.55555555555554,1602.9554574153572,935.2,1.2,1717.8545336930997,7.666666666666667,2669.3333333333335,37.333333333333336,1522.3790486672224,2010
WC-2010,T-28,England,22,1.0,1.0,1815.0182092843183,1957.53771973,1641.08813477,0.4090909090909091,9.0,6.0,1225.0,26950.0,7.2727272727272725,160.0,5.863636363636363,40.77272727272727,23.666666666666668,6.333333333333333,570.0,1843.8127848299998,8.875,11.25,1047.875,1852.78619384875,840.0,2.25,1822.1235198975,8.333333333333334,3379.0,56.333333333333336,1666.561513265,2010
WC-2010,T-30,France,19,1.0,0.9473684210526315,1845.0622758667498,2018.15246582,1665.7008850105,0.5,10.0,6.0,1277.6315789473683,24275.0,4.894736842105263,93.0,3.6842105263157894,39.8421052631579,12.6,5.8,806.6,1864.943318177625,4.6,4.6,1047.4,1814.8728430181,400.0,1.1666666666666667,1894.5687459333333,19.0,4201.666666666667,44.666666666666664,1769.8570007335002,2010
WC-2010,T-31,Germany,20,1.0,1.0,1804.388671874,1895.79443359,1619.02001953,0.35,8.0,4.0,1549.05,30981.0,6.3,126.0,6.7,42.6,14.25,5.75,602.25,1831.2985839825,8.0,12.285714285714286,1021.0,1786.230398994286,1585.6666666666667,2.1666666666666665,1793.9710083,18.0,3970.3333333333335,42.333333333333336,1831.7134195966667,2010
WC-2010,T-32,Ghana,13,1.0,0.6923076923076923,1662.1206956662222,1929.38879395,1472.4416503900002,0.1111111111111111,9.0,7.0,461.15384615384613,5995.0,3.3076923076923075,43.0,1.6923076923076923,21.0,9.666666666666666,3.0,241.33333333333334,1580.70703125,1.8571428571428572,1.8571428571428572,579.4285714285714,1688.1850107843331,585.0,0.5,1668.56213379,1.0,45.0,0.0,,2010
WC-2010,T-33,Greece,14,1.0,1.0,1622.111125788122,1848.83557129,1417.441741943125,0.07142857142857142,11.0,6.0,1053.7142857142858,14752.0,3.5,49.0,2.5714285714285716,33.285714285714285,7.0,2.6666666666666665,544.6666666666666,1633.9508034027779,4.75,6.25,964.25,1632.0540039060313,1010.0,1.5,1643.6742655430207,16.0,3201.0,33.0,1417.441741943125,2010
WC-2010,T-35,Honduras,8,1.0,0.625,1667.7335290502,1786.95031738,1598.52099609,0.0,4.0,2.0,883.25,7066.0,1.625,13.0,1.25,23.625,2.6666666666666665,1.0,139.0,1671.64562988,1.3333333333333333,1.6666666666666667,1187.0,1689.5003397603334,1544.0,0.5,1598.52099609,,,,,2010
WC-2010,T-41,Italy,22,1.0,1.0,1712.6677617855455,1829.02526855,1669.99816895,0.0,10.0,3.0,1263.5,27797.0,5.363636363636363,118.0,2.6363636363636362,36.45454545454545,17.0,4.5,235.5,1699.508270265,4.0,3.625,1027.125,1737.36239624125,1297.7142857142858,2.5714285714285716,1700.7909345344285,12.333333333333334,3184.6666666666665,45.0,1692.0739888503333,2010
WC-2010,T-42,Ivory Coast,18,0.8888888888888888,0.7777777777777778,1767.0367241271786,2018.15246582,1369.82582601,0.2857142857142857,12.0,8.0,956.0625,15297.0,5.875,94.0,3.3125,31.25,19.25,7.5,481.75,1895.9664306633333,1.2,2.0,596.0,1809.8027038575,1484.2857142857142,1.5714285714285714,1687.3434329086429,,,,,2010
WC-2010,T-44,Japan,17,0.5882352941176471,0.23529411764705882,1712.685893249,1750.00952148,1665.7008850105,0.0,4.0,4.0,480.3,4803.0,2.6,26.0,3.1,20.1,5.5,4.0,703.5,1665.7008850105,2.3333333333333335,3.6666666666666665,465.1666666666667,1728.3475626618335,302.5,0.5,,,,,,2010
WC-2010,T-46,Mexico,18,0.9444444444444444,0.3333333333333333,1758.75491739925,2018.15246582,1621.03540039,0.3333333333333333,6.0,4.0,1056.8823529411766,17967.0,3.176470588235294,54.0,2.764705882352941,28.294117647058822,3.75,3.25,403.0,1745.017089845,6.0,5.5,685.75,1722.4004760755,853.6666666666666,2.5,1780.03161621,9.0,2830.0,40.333333333333336,,2010
WC-2010,T-48,Netherlands,19,1.0,1.0,1738.2018914468422,1942.41625977,1527.02441406,0.2631578947368421,15.0,8.0,1043.842105263158,19833.0,4.684210526315789,89.0,4.315789473684211,37.578947368421055,11.2,6.4,777.6,1840.6461669919997,5.0,7.8,640.2,1754.6630615239999,115.0,1.3333333333333333,1686.623250325,22.333333333333332,4018.0,35.0,1643.1834309866665,2010
WC-2010,T-49,New Zealand,16,0.875,0.4375,1507.1044660309524,1698.65991211,1369.82582601,0.0,7.0,4.0,666.9285714285714,9337.0,1.6428571428571428,23.0,1.9285714285714286,23.285714285714285,4.0,4.0,665.6666666666666,1514.0862630233332,0.75,2.75,440.0,1369.82582601,628.4,1.6,1545.8822157122222,3.5,1219.0,18.0,,2010
WC-2010,T-50,Nigeria,14,1.0,0.9285714285714286,1673.5145679170384,1780.85253906,1322.43066406,0.0,12.0,7.0,826.5,11571.0,4.714285714285714,66.0,1.8571428571428572,24.642857142857142,7.375,3.125,578.0,1683.1896427151876,2.0,0.5,1464.0,1748.958312985,1004.75,0.75,1597.41853841,,,,,2010
WC-2010,T-51,North Korea,3,0.3333333333333333,0.0,,,,,,,225.0,225.0,1.0,1.0,0.0,3.0,1.0,0.0,225.0,,,,,,,,,,,,,2010
WC-2010,T-55,Paraguay,14,0.6428571428571429,0.5714285714285714,1724.1830398556876,1804.29956055,1585.73498535,0.0,7.0,5.0,618.5555555555555,5567.0,8.0,72.0,2.4444444444444446,26.555555555555557,17.5,4.75,315.25,1772.5922851575,0.5,0.0,122.0,1750.00952148,1028.5,0.5,1615.34259033,5.0,2005.0,34.0,1722.4004760755,2010
WC-2010,T-58,Portugal,21,0.8095238095238095,0.8095238095238095,1801.0136822869779,1950.45263672,1417.441741943125,0.29411764705882354,11.0,10.0,851.4117647058823,14474.0,5.470588235294118,93.0,3.764705882352941,32.88235294117647,22.0,7.5,346.0,1880.52410889,5.666666666666667,4.5,1055.5,1764.55000203425,751.2857142857143,2.142857142857143,1860.746006557143,4.5,1095.0,11.0,1621.8311614965623,2010
WC-2010,T-66,Serbia,17,0.9411764705882353,0.8823529411764706,1704.7779317226666,1957.53771973,1230.3240661625,0.2,15.0,6.0,812.375,12998.0,5.25,84.0,3.5,32.875,10.333333333333334,3.3333333333333335,497.3333333333333,1586.1109110508332,6.0,4.0,669.1428571428571,1757.2120310475,1137.0,1.8333333333333333,1711.67734273375,,,,,2010
WC-2010,T-68,Slovakia,17,1.0,0.8235294117647058,1630.0075956344142,1848.83557129,1318.551994324375,0.07142857142857142,14.0,10.0,903.8823529411765,15366.0,3.2941176470588234,56.0,1.6470588235294117,28.352941176470587,8.666666666666666,2.3333333333333335,394.3333333333333,1672.17108154,5.4,3.4,442.6,1720.8010771008335,440.3333333333333,0.5,1650.6970078440152,15.0,3109.3333333333335,28.333333333333332,1344.1889101671875,2010
WC-2010,T-69,Slovenia,11,1.0,0.8181818181818182,1600.744622558301,1693.2382744683334,1318.551994324375,0.0,8.0,5.0,606.5454545454545,6672.0,3.3636363636363638,37.0,1.7272727272727273,29.727272727272727,7.75,2.5,487.25,1659.3197263362779,2.0,2.0,374.3333333333333,1395.4968223571877,0.0,0.0,1655.9168701171668,11.0,3600.0,58.0,1669.99816895,2010
WC-2010,T-70,South Africa,5,1.0,0.2,1780.85253906,1780.85253906,1780.85253906,0.0,1.0,1.0,770.6,3853.0,3.0,15.0,1.0,25.8,6.0,0.0,238.0,,7.0,4.0,983.0,1780.85253906,877.3333333333334,0.6666666666666666,,,,,,2010
WC-2010,T-71,South Korea,18,0.6111111111111112,0.2222222222222222,1703.81085205,1957.53771973,1581.04760742,0.25,4.0,4.0,500.27272727272725,5503.0,2.1818181818181817,24.0,1.8181818181818181,16.727272727272727,6.5,3.0,418.0,1651.60644531,3.0,4.0,532.0,1721.2123209633335,340.25,0.5,,4.5,855.0,11.0,,2010
WC-2010,T-73,Spain,21,1.0,1.0,1899.9244059257621,2018.15246582,1722.4004760755,0.6666666666666666,7.0,4.0,1501.7619047619048,31537.0,8.523809523809524,179.0,6.285714285714286,44.80952380952381,23.25,5.75,385.0,1847.689840698875,8.0,10.777777777777779,985.6666666666666,1886.193395997278,1495.2,2.8,1944.5016601579998,22.0,4550.0,42.333333333333336,1936.4680989600001,2010
WC-2010,T-75,Switzerland,19,1.0,1.0,1650.9011075919386,1780.85253906,1452.646484374,0.0,17.0,7.0,840.1052631578947,15962.0,4.368421052631579,83.0,2.3684210526315788,34.0,13.666666666666666,4.666666666666667,369.3333333333333,1705.819862646111,5.428571428571429,3.2857142857142856,823.5714285714286,1627.823503769143,381.0,0.5714285714285714,1647.0897504535,9.5,3211.0,50.5,1662.634338375,2010
WC-2010,T-83,United States,19,0.8947368421052632,0.7894736842105263,1652.8616950134444,1786.60595703,1450.5456848158335,0.0,13.0,9.0,1210.8235294117646,20584.0,1.9411764705882353,33.0,2.0588235294117645,26.235294117647058,6.0,5.0,813.5,1550.75158691,2.7142857142857144,2.857142857142857,930.2857142857143,1627.7083384193056,839.0,0.4,1643.5552022301665,8.666666666666666,2750.0,38.0,1752.7159322083335,2010
WC-2010,T-84,Uruguay,17,0.8235294117647058,0.7058823529411765,1718.8795201609166,1826.22058105,1651.60644531,0.0,11.0,8.0,852.0714285714286,11929.0,7.928571428571429,111.0,4.428571428571429,34.714285714285715,30.666666666666668,12.0,452.0,1718.463108317,0.5,1.5,187.0,1690.67305501,992.5,2.8333333333333335,1748.7590087880003,10.0,3870.0,49.0,1655.35070801,2010
WC-2014,T-01,Algeria,17,1.0,0.8235294117647058,1641.3593888648716,1803.2890625,1436.986132813,0.0,14.0,7.0,612.1176470588235,10406.0,3.4705882352941178,59.0,3.5294117647058822,29.529411764705884,11.0,7.333333333333333,387.0,1724.45629883,3.5,4.333333333333333,735.5,1679.8117163084,604.0,0.625,1590.1514664151714,,,,,2014
WC-2014,T-03,Argentina,18,0.9444444444444444,0.8888888888888888,1844.7857402785626,2075.05200195,1627.686956787,0.5625,9.0,9.0,753.3529411764706,12807.0,9.117647058823529,155.0,6.176470588235294,38.0,24.8,10.0,438.2,1861.269262694,5.0,10.75,616.5,1910.4196166975,845.5,1.8333333333333333,1847.642895506,5.0,1538.5,26.5,1665.1662933335,2014
WC-2014,T-04,Australia,19,0.9473684210526315,0.3684210526315789,1609.2097809325398,1912.11376953,1460.1671346038888,0.14285714285714285,7.0,6.0,912.1666666666666,16419.0,4.555555555555555,82.0,1.7777777777777777,29.333333333333332,14.0,4.5,245.0,1464.49597168,5.25,2.375,1038.375,1618.4015507446295,472.8333333333333,2.0,1460.1671346038888,10.5,2392.5,25.0,1742.300354005,2014
WC-2014,T-06,Belgium,20,1.0,1.0,1801.0110893249064,1975.5793457,1416.498641968125,0.35,15.0,12.0,1260.95,25219.0,4.65,93.0,3.75,37.95,11.666666666666666,6.666666666666667,335.3333333333333,1775.8905436166667,5.111111111111111,5.555555555555555,805.1111111111111,1811.3629014766666,761.0,2.4,1801.997140503625,16.666666666666668,4387.333333333333,53.666666666666664,1793.4327799466666,2014
WC-2014,T-08,Bosnia and Herzegovina,18,1.0,0.8888888888888888,1628.3447185939713,1954.13647461,1247.644630431875,0.0625,16.0,9.0,870.6666666666666,15672.0,4.888888888888889,88.0,3.3333333333333335,30.833333333333332,17.0,8.0,436.3333333333333,1790.923828125,6.6,5.0,505.0,1614.763376464,759.75,0.5,1602.7869369265377,10.5,2880.0,37.0,1589.171200223889,2014
WC-2014,T-09,Brazil,23,0.8260869565217391,0.782608695652174,1867.4224696683332,2075.05200195,1574.22518158,0.6111111111111112,13.0,8.0,1008.8421052631579,19168.0,5.2631578947368425,100.0,5.157894736842105,36.05263157894737,13.333333333333334,11.333333333333334,611.0,1778.6124140433333,6.0,5.285714285714286,1110.5714285714287,1849.9541887557145,1183.875,2.25,1916.01098632625,0.0,90.0,4.0,,2014
WC-2014,T-11,Cameroon,15,1.0,0.9333333333333333,1665.9736838928154,2024.54199219,1436.986132813,0.07142857142857142,14.0,10.0,713.2666666666667,10699.0,4.0,60.0,2.8666666666666667,31.533333333333335,9.2,3.2,217.6,1588.7760961902,2.25,2.25,581.0,1779.74017334,887.8,1.0,1652.1580800376832,4.0,2848.0,51.0,,2014
WC-2014,T-13,Chile,17,0.9411764705882353,0.7647058823529411,1735.6201660946474,2024.54199219,1492.2710520429166,0.23076923076923078,12.0,7.0,703.25,11252.0,4.6875,75.0,3.0625,33.0625,11.333333333333334,7.666666666666667,454.6666666666667,1818.5060038256668,4.5,3.125,585.875,1731.3227111825713,310.25,1.25,1604.5408696499583,15.0,3960.0,61.0,1779.2034301755,2014
