key_id,tournament_id,tournament_name,team_id,team_name,team_code,player_id,family_name,given_name,shirt_number,position_name,position_code,birth_date,player_wikipedia_link,matches_played,starts,sub_appearances,goals,own_goals,penalty_goals,yellow_cards,red_cards,second_yellows,times_subbed_off,awards_won
8309,WC-2006,2006 FIFA Men's World Cup,T-02,Angola,AGO,P-78483,Flávio,not applicable,16,forward,FW,1979-12-20,https://en.wikipedia.org/wiki/Fl%C3%A1vio_Amado,1,0,1,1,0,0,0,0,0,0,
8310,WC-2006,2006 FIFA Men's World Cup,T-02,Angola,AGO,P-95366,Zé Kalanga,not applicable,17,midfielder,MF,1983-10-12,https://en.wikipedia.org/wiki/Z%C3%A9_Kalanga,3,3,0,0,0,0,2,0,0,2,
8311,WC-2006,2006 FIFA Men's World Cup,T-02,Angola,AGO,P-30892,Love,not applicable,18,forward,FW,1979-03-14,https://en.wikipedia.org/wiki/Love_(footballer),1,0,1,0,0,0,0,0,0,0,
8312,WC-2006,2006 FIFA Men's World Cup,T-02,Angola,AGO,P-31166,Buengo,Titi,19,forward,FW,1980-02-11,https://en.wikipedia.org/wiki/Titi_Buengo,0,0,0,0,0,0,0,0,0,0,
8313,WC-2006,2006 FIFA Men's World Cup,T-02,Angola,AGO,P-03457,Locó,not applicable,20,defender,DF,1984-12-25,https://en.wikipedia.org/wiki/Loc%C3%B3_(footballer),3,3,0,0,0,0,2,0,0,0,
8314,WC-2006,2006 FIFA Men's World Cup,T-02,Angola,AGO,P-75104,Delgado,not applicable,21,defender,DF,1979-11-01,https://en.wikipedia.org/wiki/Lu%C3%ADs_Delgado,3,3,0,0,0,0,1,0,0,0,
8315,WC-2006,2006 FIFA Men's World Cup,T-02,Angola,AGO,P-24893,Hipólito,Mário,22,goal keeper,GK,1985-06-01,https://en.wikipedia.org/wiki/M%C3%A1rio_Hip%C3%B3lito,0,0,0,0,0,0,0,0,0,0,
8316,WC-2006,2006 FIFA Men's World Cup,T-02,Angola,AGO,P-91786,Abreu,Marco,23,defender,DF,1974-12-08,https://en.wikipedia.org/wiki/Marco_Abreu,0,0,0,0,0,0,0,0,0,0,
8317,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-86290,Abbondanzieri,Roberto,1,goal keeper,GK,1972-08-19,https://en.wikipedia.org/wiki/Roberto_Abbondanzieri,5,5,0,0,0,0,0,0,0,1,
8318,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-83403,Ayala,Roberto,2,defender,DF,1973-04-14,https://en.wikipedia.org/wiki/Roberto_Ayala,5,5,0,1,0,0,0,0,0,0,
8319,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-60914,Sorín,Juan Pablo,3,defender,DF,1976-05-05,https://en.wikipedia.org/wiki/Juan_Pablo_Sor%C3%ADn,4,4,0,0,0,0,2,0,0,0,
8320,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-78133,Coloccini,Fabricio,4,defender,DF,1982-01-22,https://en.wikipedia.org/wiki/Fabricio_Coloccini,2,1,1,0,0,0,0,0,0,0,
8321,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-66229,Cambiasso,Esteban,5,midfielder,MF,1980-08-18,https://en.wikipedia.org/wiki/Esteban_Cambiasso,5,3,2,1,0,0,1,0,0,1,
8322,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-64352,Heinze,Gabriel,6,defender,DF,1978-04-19,https://en.wikipedia.org/wiki/Gabriel_Heinze,4,4,0,0,0,0,2,0,0,0,
8323,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-38901,Saviola,Javier,7,forward,FW,1981-12-11,https://en.wikipedia.org/wiki/Javier_Saviola,3,3,0,1,0,0,1,0,0,3,
8324,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-77063,Mascherano,Javier,8,midfielder,MF,1984-06-08,https://en.wikipedia.org/wiki/Javier_Mascherano,5,5,0,0,0,0,2,0,0,0,
8325,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-19888,Crespo,Hernán,9,forward,FW,1975-07-05,https://en.wikipedia.org/wiki/Hern%C3%A1n_Crespo,4,4,0,3,0,0,1,0,0,3,Silver Boot
8326,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-85199,Riquelme,Juan Román,10,midfielder,MF,1978-06-24,https://en.wikipedia.org/wiki/Juan_Rom%C3%A1n_Riquelme,5,5,0,0,0,0,0,0,0,3,
8327,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-29080,Tevez,Carlos,11,forward,FW,1984-02-05,https://en.wikipedia.org/wiki/Carlos_Tevez,4,2,2,1,0,0,0,0,0,0,
8328,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-27047,Franco,Leo,12,goal keeper,GK,1977-05-29,https://en.wikipedia.org/wiki/Leo_Franco,1,0,1,0,0,0,0,0,0,0,
8329,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-73619,Scaloni,Lionel,13,defender,DF,1978-05-16,https://en.wikipedia.org/wiki/Lionel_Scaloni,1,1,0,0,0,0,0,0,0,0,
8330,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-27419,Palacio,Rodrigo,14,forward,FW,1982-02-05,https://en.wikipedia.org/wiki/Rodrigo_Palacio,1,0,1,0,0,0,0,0,0,0,
8331,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-91357,Milito,Gabriel,15,defender,DF,1980-09-07,https://en.wikipedia.org/wiki/Gabriel_Milito,1,1,0,0,0,0,0,0,0,0,
8332,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-25906,Aimar,Pablo,16,midfielder,MF,1979-11-03,https://en.wikipedia.org/wiki/Pablo_Aimar,3,0,3,0,0,0,0,0,0,0,
8333,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-16541,Cufré,Leandro,17,defender,DF,1978-05-09,https://en.wikipedia.org/wiki/Leandro_Cufr%C3%A9,1,1,0,0,0,0,0,1,0,0,
8334,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-33570,Rodríguez,Maxi,18,midfielder,MF,1981-01-02,https://en.wikipedia.org/wiki/Maxi_Rodr%C3%ADguez,5,5,0,3,0,0,1,0,0,1,
8335,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-14758,Messi,Lionel,19,forward,FW,1987-06-24,https://en.wikipedia.org/wiki/Lionel_Messi,3,1,2,1,0,0,0,0,0,1,
8336,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-38198,Cruz,Julio,20,forward,FW,1974-10-10,https://en.wikipedia.org/wiki/Julio_Ricardo_Cruz,2,0,2,0,0,0,1,0,0,0,
8337,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-56532,Burdisso,Nicolás,21,defender,DF,1981-04-12,https://en.wikipedia.org/wiki/Nicol%C3%A1s_Burdisso,3,3,0,0,0,0,0,0,0,1,
8338,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-48161,González,Lucho,22,midfielder,MF,1981-01-19,https://en.wikipedia.org/wiki/Lucho_Gonz%C3%A1lez,3,2,1,0,0,0,1,0,0,1,
8339,WC-2006,2006 FIFA Men's World Cup,T-03,Argentina,ARG,P-66580,Ustari,Óscar,23,goal keeper,GK,1986-07-03,https://en.wikipedia.org/wiki/%C3%93scar_Ustari,0,0,0,0,0,0,0,0,0,0,
8340,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-78863,Schwarzer,Mark,1,goal keeper,GK,1972-10-06,https://en.wikipedia.org/wiki/Mark_Schwarzer,3,3,0,0,0,0,0,0,0,0,
8341,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-91832,Neill,Lucas,2,defender,DF,1978-03-09,https://en.wikipedia.org/wiki/Lucas_Neill,4,4,0,0,0,0,0,0,0,0,
8342,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-66908,Moore,Craig,3,defender,DF,1975-12-12,https://en.wikipedia.org/wiki/Craig_Moore,4,4,0,1,0,1,1,0,0,2,
8343,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-44926,Cahill,Tim,4,midfielder,MF,1979-12-06,https://en.wikipedia.org/wiki/Tim_Cahill,4,3,1,2,0,0,2,0,0,1,
8344,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-21864,Culina,Jason,5,midfielder,MF,1980-08-05,https://en.wikipedia.org/wiki/Jason_Culina,4,4,0,0,0,0,1,0,0,0,
8345,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-24935,Popovic,Tony,6,defender,DF,1973-07-04,https://en.wikipedia.org/wiki/Tony_Popovic,1,1,0,0,0,0,0,0,0,1,
8346,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-83566,Emerton,Brett,7,defender,DF,1979-02-22,https://en.wikipedia.org/wiki/Brett_Emerton,3,3,0,0,0,0,2,0,1,0,
8347,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-26858,Skoko,Josip,8,midfielder,MF,1975-12-10,https://en.wikipedia.org/wiki/Josip_Skoko,0,0,0,0,0,0,0,0,0,0,
8348,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-78071,Viduka,Mark,9,forward,FW,1975-10-09,https://en.wikipedia.org/wiki/Mark_Viduka,4,4,0,0,0,0,0,0,0,0,
8349,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-14290,Kewell,Harry,10,forward,FW,1978-09-22,https://en.wikipedia.org/wiki/Harry_Kewell,3,2,1,1,0,0,0,0,0,0,
8350,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-06205,Lazaridis,Stan,11,defender,DF,1972-08-16,https://en.wikipedia.org/wiki/Stan_Lazaridis,0,0,0,0,0,0,0,0,0,0,
8351,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-06384,Covic,Ante,12,goal keeper,GK,1975-06-13,https://en.wikipedia.org/wiki/Ante_Covic,0,0,0,0,0,0,0,0,0,0,
8352,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-63129,Grella,Vince,13,midfielder,MF,1979-10-05,https://en.wikipedia.org/wiki/Vince_Grella,4,4,0,0,0,0,2,0,0,1,
8353,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-60008,Chipperfield,Scott,14,midfielder,MF,1975-12-30,https://en.wikipedia.org/wiki/Scott_Chipperfield,4,4,0,0,0,0,0,0,0,1,
8354,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-59039,Aloisi,John,15,forward,FW,1976-02-05,https://en.wikipedia.org/wiki/John_Aloisi,4,0,4,1,0,0,1,0,0,0,
8355,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-69089,Beauchamp,Michael,16,defender,DF,1981-03-08,https://en.wikipedia.org/wiki/Michael_Beauchamp,0,0,0,0,0,0,0,0,0,0,
8356,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-92892,Thompson,Archie,17,forward,FW,1978-10-23,https://en.wikipedia.org/wiki/Archie_Thompson,0,0,0,0,0,0,0,0,0,0,
8357,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-55125,Kalac,Zeljko,18,goal keeper,GK,1972-12-16,https://en.wikipedia.org/wiki/Zeljko_Kalac,1,1,0,0,0,0,0,0,0,0,
8358,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-06754,Kennedy,Joshua,19,forward,FW,1982-08-20,https://en.wikipedia.org/wiki/Joshua_Kennedy,2,0,2,0,0,0,0,0,0,0,
8359,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-14862,Wilkshire,Luke,20,defender,DF,1981-10-02,https://en.wikipedia.org/wiki/Luke_Wilkshire,2,2,0,0,0,0,1,0,0,1,
8360,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-90087,Sterjovski,Mile,21,midfielder,MF,1979-05-27,https://en.wikipedia.org/wiki/Mile_Sterjovski,3,3,0,0,0,0,0,0,0,2,
8361,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-36196,Milligan,Mark,22,defender,DF,1985-08-04,https://en.wikipedia.org/wiki/Mark_Milligan,0,0,0,0,0,0,0,0,0,0,
8362,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,P-84486,Bresciano,Mark,23,midfielder,MF,1980-02-11,https://en.wikipedia.org/wiki/Mark_Bresciano,4,2,2,0,0,0,0,0,0,1,
8363,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-02795,Dida,not applicable,1,goal keeper,GK,1973-10-07,"https://en.wikipedia.org/wiki/Dida_(footballer,_born_1973)",5,5,0,0,0,0,0,0,0,1,
8364,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-91718,Cafu,not applicable,2,defender,DF,1970-06-07,https://en.wikipedia.org/wiki/Cafu,4,4,0,0,0,0,2,0,0,1,
8365,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-42918,Lúcio,not applicable,3,defender,DF,1978-05-08,https://en.wikipedia.org/wiki/L%C3%BAcio,5,5,0,0,0,0,1,0,0,0,
8366,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-98607,Juan,not applicable,4,defender,DF,1979-02-01,https://en.wikipedia.org/wiki/Juan_(footballer),5,5,0,0,0,0,2,0,0,0,
8367,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-52008,Emerson,not applicable,5,midfielder,MF,1976-04-04,"https://en.wikipedia.org/wiki/Emerson_(footballer,_born_1976)",3,3,0,0,0,0,1,0,0,2,
8368,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-85176,Carlos,Roberto,6,defender,DF,1973-04-10,https://en.wikipedia.org/wiki/Roberto_Carlos,4,4,0,0,0,0,0,0,0,0,
8369,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-20372,Adriano,not applicable,7,forward,FW,1982-02-17,"https://en.wikipedia.org/wiki/Adriano_(footballer,_born_1982)",4,3,1,2,0,0,1,0,0,2,
8370,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-58388,Kaká,not applicable,8,midfielder,MF,1982-04-22,https://en.wikipedia.org/wiki/Kak%C3%A1,5,5,0,1,0,0,0,0,0,3,
8371,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-62722,Ronaldo,not applicable,9,forward,FW,1976-09-18,https://en.wikipedia.org/wiki/Ronaldo_(Brazilian_footballer),5,5,0,3,0,0,2,0,0,2,Bronze Boot
8372,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-57361,Ronaldinho,not applicable,10,midfielder,MF,1980-03-21,https://en.wikipedia.org/wiki/Ronaldinho,5,5,0,0,0,0,0,0,0,1,
8373,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-39545,Zé Roberto,not applicable,11,midfielder,MF,1974-07-06,https://en.wikipedia.org/wiki/Z%C3%A9_Roberto,5,4,1,1,0,0,0,0,0,0,
8374,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-01939,Ceni,Rogério,12,goal keeper,GK,1973-01-22,https://en.wikipedia.org/wiki/Rog%C3%A9rio_Ceni,1,0,1,0,0,0,0,0,0,0,
8375,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-47627,Cicinho,not applicable,13,defender,DF,1980-06-24,https://en.wikipedia.org/wiki/Cicinho,2,1,1,0,0,0,0,0,0,0,
8376,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-32968,Luisão,not applicable,14,defender,DF,1981-02-13,https://en.wikipedia.org/wiki/Luis%C3%A3o,0,0,0,0,0,0,0,0,0,0,
8377,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-74340,Cris,not applicable,15,defender,DF,1977-06-03,"https://en.wikipedia.org/wiki/Cris_(footballer,_born_1977)",0,0,0,0,0,0,0,0,0,0,
8378,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-30363,Gilberto,not applicable,16,defender,DF,1976-04-25,"https://en.wikipedia.org/wiki/Gilberto_(footballer,_born_1976)",1,1,0,1,0,0,1,0,0,0,
8379,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-45956,Silva,Gilberto,17,midfielder,MF,1976-10-07,https://en.wikipedia.org/wiki/Gilberto_Silva,4,2,2,0,0,0,0,0,0,0,
8380,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-87223,Mineiro,not applicable,18,midfielder,MF,1975-08-02,https://en.wikipedia.org/wiki/Mineiro_(footballer),0,0,0,0,0,0,0,0,0,0,
8381,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-37735,Pernambucano,Juninho,19,midfielder,MF,1975-01-30,https://en.wikipedia.org/wiki/Juninho_Pernambucano,3,2,1,1,0,0,0,0,0,1,
8382,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-57975,Ricardinho,not applicable,20,midfielder,MF,1976-05-23,"https://en.wikipedia.org/wiki/Ricardinho_(footballer,_born_May_1976)",2,0,2,0,0,0,0,0,0,0,
8383,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-54042,Fred,not applicable,21,forward,FW,1983-10-03,"https://en.wikipedia.org/wiki/Fred_(footballer,_born_1983)",1,0,1,1,0,0,0,0,0,0,
8384,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-11275,César,Júlio,22,goal keeper,GK,1979-09-03,"https://en.wikipedia.org/wiki/J%C3%BAlio_C%C3%A9sar_(football_goalkeeper,_born_1979)",0,0,0,0,0,0,0,0,0,0,
8385,WC-2006,2006 FIFA Men's World Cup,T-09,Brazil,BRA,P-13354,Robinho,not applicable,23,forward,FW,1984-01-25,https://en.wikipedia.org/wiki/Robinho,4,1,3,0,0,0,1,0,0,0,
8386,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-86109,Mesén,Álvaro,1,goal keeper,GK,1972-12-24,https://en.wikipedia.org/wiki/%C3%81lvaro_Mes%C3%A9n,0,0,0,0,0,0,0,0,0,0,
8387,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-56632,Drummond,Jervis,2,defender,DF,1976-09-08,https://en.wikipedia.org/wiki/Jervis_Drummond,2,1,1,0,0,0,0,0,0,1,
8388,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-50749,Marín,Luis,3,defender,DF,1974-08-10,https://en.wikipedia.org/wiki/Luis_Mar%C3%ADn_Murillo,3,3,0,0,0,0,2,0,0,0,
8389,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-52458,Umaña,Michael,4,defender,DF,1982-07-16,https://en.wikipedia.org/wiki/Michael_Uma%C3%B1a,3,3,0,0,0,0,1,0,0,0,
8390,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-32696,Martínez,Gilberto,5,defender,DF,1979-10-01,https://en.wikipedia.org/wiki/Gilberto_Mart%C3%ADnez,1,1,0,0,0,0,0,0,0,1,
8391,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-30163,Fonseca,Danny,6,midfielder,MF,1979-11-07,https://en.wikipedia.org/wiki/Danny_Fonseca,2,2,0,0,0,0,1,0,0,1,
8392,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-57722,Bolaños,Christian,7,midfielder,MF,1984-05-17,https://en.wikipedia.org/wiki/Christian_Bola%C3%B1os,2,1,1,0,0,0,0,0,0,1,
8393,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-26474,Solís,Mauricio,8,midfielder,MF,1972-12-13,https://en.wikipedia.org/wiki/Mauricio_Sol%C3%ADs,3,3,0,0,0,0,1,0,0,1,
8394,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-22046,Wanchope,Paulo,9,forward,FW,1976-07-31,https://en.wikipedia.org/wiki/Paulo_Wanchope,3,3,0,2,0,0,0,0,0,0,
8395,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-68890,Centeno,Walter,10,midfielder,MF,1974-10-06,https://en.wikipedia.org/wiki/Walter_Centeno,3,3,0,0,0,0,0,0,0,1,
8396,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-55170,Gómez,Rónald,11,forward,FW,1975-01-24,https://en.wikipedia.org/wiki/R%C3%B3nald_G%C3%B3mez,3,3,0,1,0,0,1,0,0,2,
8397,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-12856,González,Leonardo,12,defender,DF,1980-11-21,https://en.wikipedia.org/wiki/Leonardo_Gonz%C3%A1lez_(Costa_Rican_footballer),3,3,0,0,0,0,1,0,0,1,
8398,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-01674,Bernard,Kurt,13,forward,FW,1977-08-08,https://en.wikipedia.org/wiki/Kurt_Bernard,1,0,1,0,0,0,0,0,0,0,
8399,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-07614,Azofeifa,Randall,14,midfielder,MF,1984-12-30,https://en.wikipedia.org/wiki/Randall_Azofeifa,1,0,1,0,0,0,0,0,0,0,
8400,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-85975,Wallace,Harold,15,defender,DF,1975-09-07,https://en.wikipedia.org/wiki/Harold_Wallace,2,1,1,0,0,0,0,0,0,0,
8401,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-13659,Hernández,Carlos,16,midfielder,MF,1982-04-09,"https://en.wikipedia.org/wiki/Carlos_Hern%C3%A1ndez_(footballer,_born_1982)",2,0,2,0,0,0,0,0,0,0,
8402,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-97927,Badilla,Gabriel,17,defender,DF,1984-06-30,https://en.wikipedia.org/wiki/Gabriel_Badilla,1,1,0,0,0,0,1,0,0,0,
8403,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-66817,Porras,José Francisco,18,goal keeper,GK,1970-11-08,https://en.wikipedia.org/wiki/Jos%C3%A9_Porras,3,3,0,0,0,0,0,0,0,0,
8404,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-55781,Saborío,Álvaro,19,forward,FW,1982-03-25,https://en.wikipedia.org/wiki/%C3%81lvaro_Sabor%C3%ADo,2,0,2,0,0,0,0,0,0,0,
8405,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-37092,Sequeira,Douglas,20,midfielder,MF,1977-08-23,https://en.wikipedia.org/wiki/Douglas_Sequeira,2,2,0,0,0,0,0,0,0,0,
8406,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-17028,Núñez,Víctor,21,forward,FW,1980-04-15,https://en.wikipedia.org/wiki/V%C3%ADctor_N%C3%BA%C3%B1ez,0,0,0,0,0,0,0,0,0,0,
8407,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-71248,Rodríguez,Michael,22,defender,DF,1981-12-30,https://en.wikipedia.org/wiki/Michael_Rodr%C3%ADguez_(footballer),0,0,0,0,0,0,0,0,0,0,
8408,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,P-82853,Alfaro,Wardy,23,goal keeper,GK,1977-12-31,https://en.wikipedia.org/wiki/Wardy_Alfaro,0,0,0,0,0,0,0,0,0,0,
