key_id,tm_player_id,wc_tournament,position_code,family_name,given_name,national_team,birth_date,match_method,match_score,total_appearances,total_goals,total_assists,total_own_goals,total_penalty_goals,total_yellow_cards,total_second_yellows,total_red_cards,total_goals_conceded,total_clean_sheets,num_competitions,home_league,club,league,goals_per_app,assists_per_app,yellows_per_app,goals_conceded_per_app,clean_sheet_rate,has_stats,has_domestic,market_value,mv_date,club_league_position,league_tier,club_points,club_gf,club_ga,club_gd,league_country,league_country_code,club_elo,goals_per_app_adj,assists_per_app_adj,yellows_per_app_adj,elo_weight,goals_elo_weighted,assists_elo_weighted,goals_per_app_elo_weighted,assists_per_app_elo_weighted,role,offensive_score,defensive_score,wc_appearances,wc_total_wins,wc_best_stage,wc_finals,wc_semis,defending_champion,squad_club_pairs,largest_club_block,largest_club_name
8323,7611,WC-2006,FW,Saviola,Javier,Argentina,1981-12-11,dob+name,100.0,41.0,15.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,LaLiga,Sevilla FC,LaLiga,0.36585365853658536,0.04878048780487805,0.04878048780487805,0.0,0.0,True,True,11500000.0,2005-04-23,5.0,1.0,68.0,54.0,39.0,15.0,Spain,ESP,1884.14453125,0.36585365853658536,0.04878048780487805,0.04878048780487805,1.0983276298266618,16.474914447399925,2.1966552596533235,0.40182718164390063,0.05357695755252009,offensive,0.4554041391964207,,0,0,0,0,0,0,5,3,Inter Milan
8324,19981,WC-2006,MF,Mascherano,Javier,Argentina,1984-06-08,dob+name,100.0,,,,,,,,,,,,,,,,,,,,False,False,11800000.0,2005-05-16,,,,,,,,,,,,,,,,,,offensive,0.0,,0,0,0,0,0,0,5,3,Inter Milan
8325,3410,WC-2006,FW,Crespo,Hernán,Argentina,1975-07-05,dob+name,100.0,42.0,13.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,Premier League,Chelsea FC,Premier League,0.30952380952380953,0.09523809523809523,0.023809523809523808,0.0,0.0,True,True,15000000.0,2005-04-02,1.0,1.0,91.0,72.0,22.0,50.0,England,ENG,1940.9510498,0.30952380952380953,0.09523809523809523,0.023809523809523808,1.1314419519197407,14.70874537495663,4.525767807678963,0.3502082232132531,0.10775637637330863,offensive,0.45796459958656177,,0,0,0,0,0,0,5,3,Inter Milan
8326,3854,WC-2006,MF,Riquelme,Juan Román,Argentina,1978-06-24,dob+name,100.0,38.0,14.0,7.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,4.0,LaLiga,Villarreal CF,LaLiga,0.3684210526315789,0.18421052631578946,0.21052631578947367,0.0,0.0,True,True,18000000.0,2006-03-05,7.0,1.0,57.0,50.0,39.0,11.0,Spain,ESP,1831.41748047,0.3684210526315789,0.18421052631578946,0.21052631578947367,1.067591358935316,14.946279025094425,7.473139512547212,0.39332313223932697,0.19666156611966348,offensive,0.5899846983589905,,0,0,0,0,0,0,5,3,Inter Milan
8327,4276,WC-2006,FW,Tevez,Carlos,Argentina,1984-02-05,dob+name,100.0,,,,,,,,,,,,,,,,,,,,False,False,15000000.0,2004-10-03,,,,,,,,,,,,,,,,,,offensive,0.0,,0,0,0,0,0,0,5,3,Inter Milan
8328,7669,WC-2006,GK,Franco,Leo,Argentina,1977-05-29,name_only,100.0,36.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,31.0,14.0,2.0,LaLiga,Atlético de Madrid,LaLiga,0.0,0.0,0.05555555555555555,0.8611111111111112,0.3888888888888889,True,True,6500000.0,2006-02-19,10.0,1.0,52.0,45.0,37.0,8.0,Spain,ESP,1771.72814941,0.0,0.0,0.05555555555555555,1.032796553960575,0.0,0.0,0.0,0.0,defensive,0.0,0.3888888888888889,0,0,0,0,0,0,5,3,Inter Milan
8329,7499,WC-2006,DF,Scaloni,Lionel,Argentina,1978-05-16,dob+name,100.0,42.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,LaLiga,Deportivo de La Coruña,LaLiga,0.023809523809523808,0.0,0.19047619047619047,0.0,0.0,True,True,4000000.0,2006-04-02,8.0,1.0,55.0,47.0,45.0,2.0,Spain,ESP,,0.023809523809523808,0.0,0.19047619047619047,,,,,,defensive,0.0,4000000.0,0,0,0,0,0,0,5,3,Inter Milan
8330,39099,WC-2006,FW,Palacio,Rodrigo,Argentina,1982-02-05,dob+name,100.0,,,,,,,,,,,,,,,,,,,,False,False,3000000.0,2006-05-17,,,,,,,,,,,,,,,,,,offensive,0.0,,0,0,0,0,0,0,5,3,Inter Milan
8331,7968,WC-2006,DF,Milito,Gabriel,Argentina,1980-09-07,dob+name,100.0,42.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,2.0,LaLiga,Real Zaragoza,LaLiga,0.047619047619047616,0.0,0.40476190476190477,0.0,0.0,True,True,8500000.0,2004-10-14,11.0,1.0,46.0,46.0,51.0,-5.0,Spain,ESP,1727.44616699,0.047619047619047616,0.0,0.40476190476190477,1.006983181372264,2.013966362744528,0.0,0.0479515800653459,0.0,defensive,0.0479515800653459,8500000.0,0,0,0,0,0,0,5,3,Inter Milan
8332,3411,WC-2006,MF,Aimar,Pablo,Argentina,1979-11-03,dob+name,100.0,35.0,5.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,LaLiga,Valencia CF,LaLiga,0.14285714285714285,0.22857142857142856,0.11428571428571428,0.0,0.0,True,True,18000000.0,2006-02-06,3.0,1.0,69.0,58.0,33.0,25.0,Spain,ESP,1856.36584473,0.14285714285714285,0.22857142857142856,0.11428571428571428,1.0821345520562593,5.4106727602812965,8.657076416450074,0.15459065029375132,0.2473450404700021,offensive,0.40193569076375346,,0,0,0,0,0,0,5,3,Inter Milan
8333,5945,WC-2006,DF,Cufré,Leandro,Argentina,1978-05-09,dob+name,100.0,41.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,Serie A,AS Roma,Serie A,0.04878048780487805,0.024390243902439025,0.0975609756097561,0.0,0.0,True,True,4000000.0,2004-10-03,2.0,1.0,69.0,70.0,42.0,28.0,Italy,ITA,1768.88574219,0.04878048780487805,0.024390243902439025,0.0975609756097561,1.0311396246044848,2.0622792492089697,1.0311396246044848,0.050299493883145606,0.025149746941572803,defensive,0.0754492408247184,4000000.0,0,0,0,0,0,0,5,3,Inter Milan
8334,7895,WC-2006,MF,Rodríguez,Maxi,Argentina,1981-01-02,dob+name,100.0,33.0,11.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,LaLiga,Atlético de Madrid,LaLiga,0.3333333333333333,0.09090909090909091,0.15151515151515152,0.0,0.0,True,True,9000000.0,2006-02-19,10.0,1.0,52.0,45.0,37.0,8.0,Spain,ESP,1771.72814941,0.3333333333333333,0.09090909090909091,0.15151515151515152,1.032796553960575,11.360762093566326,3.098389661881725,0.34426551798685834,0.09389059581459773,offensive,0.4381561138014561,,0,0,0,0,0,0,5,3,Inter Milan
8335,28003,WC-2006,FW,Messi,Lionel,Argentina,1987-06-24,dob+name,100.0,25.0,8.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,LaLiga,FC Barcelona,LaLiga,0.32,0.2,0.08,0.0,0.0,True,True,15000000.0,2006-01-19,1.0,1.0,82.0,80.0,35.0,45.0,Spain,ESP,1972.82653809,0.32,0.2,0.08,1.1500231854304719,9.200185483443775,5.750115927152359,0.368007419337751,0.2300046370860944,offensive,0.5980120564238454,,0,0,0,0,0,0,5,3,Inter Milan
8336,6006,WC-2006,FW,Cruz,Julio,Argentina,1974-10-10,dob+name,100.0,46.0,21.0,2.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,5.0,Serie A,Inter Milan,Serie A,0.45652173913043476,0.043478260869565216,0.08695652173913043,0.0,0.0,True,True,7000000.0,2004-10-03,1.0,1.0,76.0,68.0,30.0,38.0,Italy,ITA,1834.06152344,0.45652173913043476,0.043478260869565216,0.08695652173913043,1.0691326554761251,22.45178576499863,2.1382653109522503,0.48808229923910057,0.04648402849896196,offensive,0.5345663277380626,,0,0,0,0,0,0,5,3,Inter Milan
8337,3417,WC-2006,DF,Burdisso,Nicolás,Argentina,1981-04-12,dob+name,100.0,26.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,3.0,Serie A,Inter Milan,Serie A,0.0,0.038461538461538464,0.19230769230769232,0.0,0.0,True,True,6000000.0,2006-02-01,1.0,1.0,76.0,68.0,30.0,38.0,Italy,ITA,1834.06152344,0.0,0.038461538461538464,0.19230769230769232,1.0691326554761251,0.0,1.0691326554761251,0.0,0.04112048674908174,defensive,0.04112048674908174,6000000.0,0,0,0,0,0,0,5,3,Inter Milan
8338,26244,WC-2006,MF,González,Lucho,Argentina,1981-01-19,dob+name,100.0,40.0,12.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,3.0,Liga Portugal,FC Porto,Liga Portugal,0.3,0.025,0.1,0.0,0.0,True,True,14000000.0,2006-05-04,1.0,1.0,79.0,54.0,16.0,38.0,Portugal,POR,1744.04699707,0.3,0.025,0.1,1.0166603319583847,12.199923983500616,1.0166603319583847,0.3049980995875154,0.02541650829895962,offensive,0.33041460788647503,,0,0,0,0,0,0,5,3,Inter Milan
8339,3755,WC-2006,GK,Ustari,Óscar,Argentina,1986-07-03,dob+name,100.0,,,,,,,,,,,,,,,,,,,,False,False,1500000.0,2004-10-03,,,,,,,,,,,,,,,,,,defensive,0.0,,0,0,0,0,0,0,5,3,Inter Milan
8340,3357,WC-2006,GK,Schwarzer,Mark,Australia,1972-10-06,dob+name,100.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,17.0,4.0,Premier League,Middlesbrough FC,Premier League,0.0,0.0,0.02127659574468085,1.1702127659574468,0.3617021276595745,True,True,3750000.0,2006-04-13,14.0,1.0,45.0,48.0,58.0,-10.0,England,ENG,1719.82128906,0.0,0.0,0.02127659574468085,1.0025383980949332,0.0,0.0,0.0,0.0,defensive,0.0,0.3617021276595745,0,0,0,0,0,0,2,2,Blackburn Rovers
8341,3826,WC-2006,DF,Neill,Lucas,Australia,1978-03-09,dob+name,100.0,42.0,3.0,1.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,3.0,Premier League,Blackburn Rovers,Premier League,0.07142857142857142,0.023809523809523808,0.2857142857142857,0.0,0.0,True,True,3000000.0,2005-01-09,6.0,1.0,63.0,51.0,42.0,9.0,England,ENG,1748.34692383,0.07142857142857142,0.023809523809523808,0.2857142857142857,1.0191668957003952,3.057500687101186,1.0191668957003952,0.07279763540717109,0.024265878469057027,defensive,0.09706351387622811,3000000.0,0,0,0,0,0,0,2,2,Blackburn Rovers
8342,11367,WC-2006,DF,Moore,Craig,Australia,1975-12-12,dob+name,100.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,Premier League,Newcastle United,Premier League,0.0,0.0,0.5555555555555556,0.0,0.0,True,True,750000.0,2004-12-10,7.0,1.0,58.0,47.0,42.0,5.0,England,ENG,1750.85705566,0.017543859649122806,0.01949317738791423,0.3462603878116344,1.0206301311887935,0.0,0.0,0.01790579177524199,0.019895324194713324,defensive,0.037801115969955314,750000.0,0,0,0,0,0,0,2,2,Blackburn Rovers
8343,13556,WC-2006,MF,Cahill,Tim,Australia,1979-12-06,dob+name,100.0,39.0,8.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,Premier League,Everton FC,Premier League,0.20512820512820512,0.07692307692307693,0.2564102564102564,0.0,0.0,True,True,8500000.0,2006-04-24,11.0,1.0,50.0,34.0,49.0,-15.0,England,ENG,1677.62902832,0.20512820512820512,0.07692307692307693,0.2564102564102564,0.9779431905792717,7.823545524634174,2.933829571737815,0.20060373140087623,0.07522639927532859,offensive,0.2758301306762048,,0,0,0,0,0,0,2,2,Blackburn Rovers
8344,19051,WC-2006,MF,Culina,Jason,Australia,1980-08-05,dob+name,100.0,34.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,Eredivisie,PSV Eindhoven,Eredivisie,0.029411764705882353,0.17647058823529413,0.11764705882352941,0.0,0.0,True,True,3000000.0,2006-03-20,1.0,1.0,84.0,71.0,23.0,48.0,Netherlands,NED,,0.029411764705882353,0.17647058823529413,0.11764705882352941,,,,,,offensive,0.0,,0,0,0,0,0,0,2,2,Blackburn Rovers
8346,4367,WC-2006,DF,Emerton,Brett,Australia,1979-02-22,dob+name,100.0,37.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,Premier League,Blackburn Rovers,Premier League,0.05405405405405406,0.05405405405405406,0.10810810810810811,0.0,0.0,True,True,4500000.0,2005-01-09,6.0,1.0,63.0,51.0,42.0,9.0,England,ENG,1748.34692383,0.05405405405405406,0.05405405405405406,0.10810810810810811,1.0191668957003952,2.0383337914007904,2.0383337914007904,0.055090102470291634,0.055090102470291634,defensive,0.11018020494058327,4500000.0,0,0,0,0,0,0,2,2,Blackburn Rovers
8349,3241,WC-2006,FW,Kewell,Harry,Australia,1978-09-22,dob+name,100.0,40.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,Premier League,Liverpool FC,Premier League,0.075,0.075,0.075,0.0,0.0,True,True,6000000.0,2005-10-28,3.0,1.0,82.0,57.0,25.0,32.0,England,ENG,1864.28198242,0.075,0.075,0.075,1.0867491198891588,3.2602473596674764,3.2602473596674764,0.08150618399168691,0.08150618399168691,offensive,0.16301236798337382,,0,0,0,0,0,0,2,2,Blackburn Rovers
8350,3747,WC-2006,DF,Lazaridis,Stan,Australia,1972-08-16,dob+name,100.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,Premier League,Birmingham City,Premier League,0.0,0.0,0.05,0.0,0.0,True,True,3250000.0,2005-01-09,18.0,1.0,34.0,28.0,50.0,-22.0,England,ENG,1631.63439941,0.0,0.0,0.05,0.9511314620108893,0.0,0.0,0.0,0.0,defensive,0.0,3250000.0,0,0,0,0,0,0,2,2,Blackburn Rovers
8352,6021,WC-2006,MF,Grella,Vince,Australia,1979-10-05,dob+name,88.88888888888889,37.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,Serie A,Parma FC,Serie A,0.02702702702702703,0.0,0.21621621621621623,0.0,0.0,True,True,2500000.0,2005-07-19,7.0,1.0,45.0,46.0,60.0,-14.0,Italy,ITA,1645.33935547,0.02702702702702703,0.0,0.21621621621621623,0.9591205157467362,0.9591205157467362,0.0,0.025922176101263142,0.0,offensive,0.025922176101263142,,0,0,0,0,0,0,2,2,Blackburn Rovers
8353,2894,WC-2006,MF,Chipperfield,Scott,Australia,1975-12-30,dob+name,100.0,42.0,6.0,7.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,4.0,Super League Switzerland,FC Basel 1893,Super League Switzerland,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.0,0.0,True,True,2400000.0,2005-12-29,2.0,1.0,78.0,87.0,42.0,45.0,Switzerland,SUI,1662.46130371,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.9691014426430278,5.814608655858167,6.783710098501194,0.13844306323471825,0.1615169071071713,offensive,0.29995997034188954,,0,0,0,0,0,0,2,2,Blackburn Rovers
8354,7741,WC-2006,FW,Aloisi,John,Australia,1976-02-05,dob+name,100.0,33.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,LaLiga,Deportivo Alavés,LaLiga,0.30303030303030304,0.0,0.06060606060606061,0.0,0.0,True,True,2250000.0,2005-06-20,18.0,1.0,39.0,35.0,54.0,-19.0,Spain,ESP,,0.30303030303030304,0.0,0.06060606060606061,,,,,,offensive,0.0,,0,0,0,0,0,0,2,2,Blackburn Rovers
8356,13148,WC-2006,FW,Thompson,Archie,Australia,1978-10-23,dob+name,100.0,13.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,A-League,Melbourne Victory,A-League,0.46153846153846156,0.0,0.15384615384615385,0.0,0.0,True,True,750000.0,2004-11-30,7.0,1.0,26.0,26.0,24.0,2.0,Australia,AUS,,0.46153846153846156,0.0,0.15384615384615385,,,,,,offensive,0.0,,0,0,0,0,0,0,2,2,Blackburn Rovers
8358,701,WC-2006,FW,Kennedy,Joshua,Australia,1982-08-20,dob+name,100.0,27.0,7.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2. Bundesliga,SG Dynamo Dresden,2. Bundesliga,0.25925925925925924,0.18518518518518517,0.1111111111111111,0.0,0.0,True,True,1000000.0,2006-04-06,15.0,2.0,41.0,39.0,45.0,-6.0,Germany,GER,,0.25925925925925924,0.18518518518518517,0.1111111111111111,,,,,,offensive,0.0,,0,0,0,0,0,0,2,2,Blackburn Rovers
8359,3321,WC-2006,DF,Wilkshire,Luke,Australia,1981-10-02,dob+name,100.0,38.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,League One,Bristol City,League One,0.13157894736842105,0.05263157894736842,0.05263157894736842,0.0,0.0,True,True,500000.0,2004-10-03,,,,,,,England,ENG,,0.13157894736842105,0.05263157894736842,0.05263157894736842,,,,,,defensive,0.0,500000.0,0,0,0,0,0,0,2,2,Blackburn Rovers
8360,5656,WC-2006,MF,Sterjovski,Mile,Australia,1979-05-27,dob+name,100.0,47.0,11.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,Super League Switzerland,FC Basel 1893,Super League Switzerland,0.23404255319148937,0.10638297872340426,0.0425531914893617,0.0,0.0,True,True,750000.0,2005-12-29,2.0,1.0,78.0,87.0,42.0,45.0,Switzerland,SUI,1662.46130371,0.23404255319148937,0.10638297872340426,0.0425531914893617,0.9691014426430278,10.660115869073305,4.845507213215139,0.22681097593772992,0.1030958981535136,offensive,0.32990687409124353,,0,0,0,0,0,0,2,2,Blackburn Rovers
8361,37372,WC-2006,DF,Milligan,Mark,Australia,1985-08-04,dob+name,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A-League,Sydney FC,A-League,0.0,0.0,0.0,0.0,0.0,True,True,,,2.0,1.0,36.0,35.0,28.0,7.0,Australia,AUS,,0.02564102564102564,0.028490028490028487,0.12145748987854252,,,,,,defensive,0.0,,0,0,0,0,0,0,2,2,Blackburn Rovers
8363,5800,WC-2006,GK,Dida,not applicable,Brazil,1973-10-07,dob+name,100.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,18.0,2.0,Serie A,AC Milan,Serie A,0.0,0.0,0.0,0.8541666666666666,0.375,True,True,11000000.0,2006-04-08,3.0,1.0,58.0,85.0,31.0,54.0,Italy,ITA,1948.81884766,0.0,0.0,0.0,1.1360283409319447,0.0,0.0,0.0,0.0,defensive,0.0,0.375,0,0,0,0,0,1,11,4,Real Madrid
8364,5937,WC-2006,DF,Cafu,not applicable,Brazil,1970-06-07,dob+lastname,100.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,Serie A,AC Milan,Serie A,0.04,0.0,0.04,0.0,0.0,True,True,2000000.0,2006-04-08,3.0,1.0,58.0,85.0,31.0,54.0,Italy,ITA,1948.81884766,0.04,0.0,0.04,1.1360283409319447,1.1360283409319447,0.0,0.04544113363727779,0.0,defensive,0.04544113363727779,2000000.0,0,0,0,0,0,1,11,4,Real Madrid
8365,77,WC-2006,DF,Lúcio,not applicable,Brazil,1978-05-08,dob+lastname,100.0,43.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,Bundesliga,Bayern Munich,Bundesliga,0.046511627906976744,0.09302325581395349,0.09302325581395349,0.0,0.0,True,True,21500000.0,2006-06-01,1.0,1.0,75.0,67.0,32.0,35.0,Germany,GER,,0.046511627906976744,0.09302325581395349,0.09302325581395349,,,,,,defensive,0.0,21500000.0,0,0,0,0,0,1,11,4,Real Madrid
8366,1599,WC-2006,DF,Juan,not applicable,Brazil,1979-02-01,dob+name,100.0,32.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,Bundesliga,Bayer 04 Leverkusen,Bundesliga,0.09375,0.09375,0.1875,0.0,0.0,True,True,7000000.0,2005-10-26,5.0,1.0,52.0,64.0,49.0,15.0,Germany,GER,1731.61279297,0.09375,0.09375,0.1875,1.0094120398600743,3.0282361195802228,3.0282361195802228,0.09463237873688196,0.09463237873688196,defensive,0.18926475747376392,7000000.0,0,0,0,0,0,1,11,4,Real Madrid
