key_id,tm_player_id,wc_tournament,position_code,family_name,given_name,national_team,birth_date,match_method,match_score,total_appearances,total_goals,total_assists,total_own_goals,total_penalty_goals,total_yellow_cards,total_second_yellows,total_red_cards,total_goals_conceded,total_clean_sheets,num_competitions,home_league,club,league,goals_per_app,assists_per_app,yellows_per_app,goals_conceded_per_app,clean_sheet_rate,has_stats,has_domestic,market_value,mv_date,club_league_position,league_tier,club_points,club_gf,club_ga,club_gd,league_country,league_country_code
8328,7669,WC-2006,GK,Franco,Leo,Argentina,1977-05-29,name_only,100.0,36.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,31.0,14.0,2.0,LaLiga,Atlético de Madrid,LaLiga,0.0,0.0,0.05555555555555555,0.8611111111111112,0.3888888888888889,True,True,6500000.0,2006-02-19,10.0,1.0,52.0,45.0,37.0,8.0,Spain,ESP
8329,7499,WC-2006,DF,Scaloni,Lionel,Argentina,1978-05-16,dob+name,100.0,42.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,LaLiga,Deportivo de La Coruña,LaLiga,0.023809523809523808,0.0,0.19047619047619047,0.0,0.0,True,True,4000000.0,2006-04-02,8.0,1.0,55.0,47.0,45.0,2.0,Spain,ESP
8330,39099,WC-2006,FW,Palacio,Rodrigo,Argentina,1982-02-05,dob+name,100.0,,,,,,,,,,,,,,,,,,,,False,False,3000000.0,2006-05-17,,,,,,,,
8331,7968,WC-2006,DF,Milito,Gabriel,Argentina,1980-09-07,dob+name,100.0,42.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,2.0,LaLiga,Real Zaragoza,LaLiga,0.047619047619047616,0.0,0.40476190476190477,0.0,0.0,True,True,8500000.0,2004-10-14,11.0,1.0,46.0,46.0,51.0,-5.0,Spain,ESP
8332,3411,WC-2006,MF,Aimar,Pablo,Argentina,1979-11-03,dob+name,100.0,35.0,5.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,LaLiga,Valencia CF,LaLiga,0.14285714285714285,0.22857142857142856,0.11428571428571428,0.0,0.0,True,True,18000000.0,2006-02-06,3.0,1.0,69.0,58.0,33.0,25.0,Spain,ESP
8333,5945,WC-2006,DF,Cufré,Leandro,Argentina,1978-05-09,dob+name,100.0,41.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,Serie A,AS Roma,Serie A,0.04878048780487805,0.024390243902439025,0.0975609756097561,0.0,0.0,True,True,4000000.0,2004-10-03,2.0,1.0,69.0,70.0,42.0,28.0,Italy,ITA
8334,7895,WC-2006,MF,Rodríguez,Maxi,Argentina,1981-01-02,dob+name,100.0,33.0,11.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,LaLiga,Atlético de Madrid,LaLiga,0.3333333333333333,0.09090909090909091,0.15151515151515152,0.0,0.0,True,True,9000000.0,2006-02-19,10.0,1.0,52.0,45.0,37.0,8.0,Spain,ESP
8335,28003,WC-2006,FW,Messi,Lionel,Argentina,1987-06-24,dob+name,100.0,25.0,8.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,LaLiga,FC Barcelona,LaLiga,0.32,0.2,0.08,0.0,0.0,True,True,15000000.0,2006-01-19,1.0,1.0,82.0,80.0,35.0,45.0,Spain,ESP
8336,6006,WC-2006,FW,Cruz,Julio,Argentina,1974-10-10,dob+name,100.0,46.0,21.0,2.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,5.0,Serie A,Inter Milan,Serie A,0.45652173913043476,0.043478260869565216,0.08695652173913043,0.0,0.0,True,True,7000000.0,2004-10-03,1.0,1.0,76.0,68.0,30.0,38.0,Italy,ITA
8337,3417,WC-2006,DF,Burdisso,Nicolás,Argentina,1981-04-12,dob+name,100.0,26.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,3.0,Serie A,Inter Milan,Serie A,0.0,0.038461538461538464,0.19230769230769232,0.0,0.0,True,True,6000000.0,2006-02-01,1.0,1.0,76.0,68.0,30.0,38.0,Italy,ITA
8338,26244,WC-2006,MF,González,Lucho,Argentina,1981-01-19,dob+name,100.0,40.0,12.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,3.0,Liga Portugal,FC Porto,Liga Portugal,0.3,0.025,0.1,0.0,0.0,True,True,14000000.0,2006-05-04,1.0,1.0,79.0,54.0,16.0,38.0,Portugal,POR
8339,3755,WC-2006,GK,Ustari,Óscar,Argentina,1986-07-03,dob+name,100.0,,,,,,,,,,,,,,,,,,,,False,False,1500000.0,2004-10-03,,,,,,,,
8340,3357,WC-2006,GK,Schwarzer,Mark,Australia,1972-10-06,dob+name,100.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,17.0,4.0,Premier League,Middlesbrough FC,Premier League,0.0,0.0,0.02127659574468085,1.1702127659574468,0.3617021276595745,True,True,3750000.0,2006-04-13,14.0,1.0,45.0,48.0,58.0,-10.0,England,ENG
8341,3826,WC-2006,DF,Neill,Lucas,Australia,1978-03-09,dob+name,100.0,42.0,3.0,1.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,3.0,Premier League,Blackburn Rovers,Premier League,0.07142857142857142,0.023809523809523808,0.2857142857142857,0.0,0.0,True,True,3000000.0,2005-01-09,6.0,1.0,63.0,51.0,42.0,9.0,England,ENG
8342,11367,WC-2006,DF,Moore,Craig,Australia,1975-12-12,dob+name,100.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,Premier League,Newcastle United,Premier League,0.0,0.0,0.5555555555555556,0.0,0.0,True,True,750000.0,2004-12-10,7.0,1.0,58.0,47.0,42.0,5.0,England,ENG
8343,13556,WC-2006,MF,Cahill,Tim,Australia,1979-12-06,dob+name,100.0,39.0,8.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,Premier League,Everton FC,Premier League,0.20512820512820512,0.07692307692307693,0.2564102564102564,0.0,0.0,True,True,8500000.0,2006-04-24,11.0,1.0,50.0,34.0,49.0,-15.0,England,ENG
8344,19051,WC-2006,MF,Culina,Jason,Australia,1980-08-05,dob+name,100.0,34.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,Eredivisie,PSV Eindhoven,Eredivisie,0.029411764705882353,0.17647058823529413,0.11764705882352941,0.0,0.0,True,True,3000000.0,2006-03-20,1.0,1.0,84.0,71.0,23.0,48.0,Netherlands,NED
8346,4367,WC-2006,DF,Emerton,Brett,Australia,1979-02-22,dob+name,100.0,37.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,Premier League,Blackburn Rovers,Premier League,0.05405405405405406,0.05405405405405406,0.10810810810810811,0.0,0.0,True,True,4500000.0,2005-01-09,6.0,1.0,63.0,51.0,42.0,9.0,England,ENG
8349,3241,WC-2006,FW,Kewell,Harry,Australia,1978-09-22,dob+name,100.0,40.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,Premier League,Liverpool FC,Premier League,0.075,0.075,0.075,0.0,0.0,True,True,6000000.0,2005-10-28,3.0,1.0,82.0,57.0,25.0,32.0,England,ENG
8350,3747,WC-2006,DF,Lazaridis,Stan,Australia,1972-08-16,dob+name,100.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,Premier League,Birmingham City,Premier League,0.0,0.0,0.05,0.0,0.0,True,True,3250000.0,2005-01-09,18.0,1.0,34.0,28.0,50.0,-22.0,England,ENG
8352,6021,WC-2006,MF,Grella,Vince,Australia,1979-10-05,dob+name,88.88888888888889,37.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,Serie A,Parma FC,Serie A,0.02702702702702703,0.0,0.21621621621621623,0.0,0.0,True,True,2500000.0,2005-07-19,7.0,1.0,45.0,46.0,60.0,-14.0,Italy,ITA
8353,2894,WC-2006,MF,Chipperfield,Scott,Australia,1975-12-30,dob+name,100.0,42.0,6.0,7.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,4.0,Super League Switzerland,FC Basel 1893,Super League Switzerland,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.0,0.0,True,True,2400000.0,2005-12-29,2.0,1.0,78.0,87.0,42.0,45.0,Switzerland,SUI
8354,7741,WC-2006,FW,Aloisi,John,Australia,1976-02-05,dob+name,100.0,33.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,LaLiga,Deportivo Alavés,LaLiga,0.30303030303030304,0.0,0.06060606060606061,0.0,0.0,True,True,2250000.0,2005-06-20,18.0,1.0,39.0,35.0,54.0,-19.0,Spain,ESP
8356,13148,WC-2006,FW,Thompson,Archie,Australia,1978-10-23,dob+name,100.0,13.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,A-League,Melbourne Victory,A-League,0.46153846153846156,0.0,0.15384615384615385,0.0,0.0,True,True,750000.0,2004-11-30,7.0,1.0,26.0,26.0,24.0,2.0,Australia,AUS
8358,701,WC-2006,FW,Kennedy,Joshua,Australia,1982-08-20,dob+name,100.0,27.0,7.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2. Bundesliga,SG Dynamo Dresden,2. Bundesliga,0.25925925925925924,0.18518518518518517,0.1111111111111111,0.0,0.0,True,True,1000000.0,2006-04-06,15.0,2.0,41.0,39.0,45.0,-6.0,Germany,GER
8359,3321,WC-2006,DF,Wilkshire,Luke,Australia,1981-10-02,dob+name,100.0,38.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,League One,Bristol City,League One,0.13157894736842105,0.05263157894736842,0.05263157894736842,0.0,0.0,True,True,500000.0,2004-10-03,,,,,,,England,ENG
8360,5656,WC-2006,MF,Sterjovski,Mile,Australia,1979-05-27,dob+name,100.0,47.0,11.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,Super League Switzerland,FC Basel 1893,Super League Switzerland,0.23404255319148937,0.10638297872340426,0.0425531914893617,0.0,0.0,True,True,750000.0,2005-12-29,2.0,1.0,78.0,87.0,42.0,45.0,Switzerland,SUI
8361,37372,WC-2006,DF,Milligan,Mark,Australia,1985-08-04,dob+name,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A-League,Sydney FC,A-League,0.0,0.0,0.0,0.0,0.0,True,True,,,2.0,1.0,36.0,35.0,28.0,7.0,Australia,AUS
8363,5800,WC-2006,GK,Dida,not applicable,Brazil,1973-10-07,dob+name,100.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,18.0,2.0,Serie A,AC Milan,Serie A,0.0,0.0,0.0,0.8541666666666666,0.375,True,True,11000000.0,2006-04-08,3.0,1.0,58.0,85.0,31.0,54.0,Italy,ITA
8364,5937,WC-2006,DF,Cafu,not applicable,Brazil,1970-06-07,dob+lastname,100.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,Serie A,AC Milan,Serie A,0.04,0.0,0.04,0.0,0.0,True,True,2000000.0,2006-04-08,3.0,1.0,58.0,85.0,31.0,54.0,Italy,ITA
8365,77,WC-2006,DF,Lúcio,not applicable,Brazil,1978-05-08,dob+lastname,100.0,43.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,Bundesliga,Bayern Munich,Bundesliga,0.046511627906976744,0.09302325581395349,0.09302325581395349,0.0,0.0,True,True,21500000.0,2006-06-01,1.0,1.0,75.0,67.0,32.0,35.0,Germany,GER
8366,1599,WC-2006,DF,Juan,not applicable,Brazil,1979-02-01,dob+name,100.0,32.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,Bundesliga,Bayer 04 Leverkusen,Bundesliga,0.09375,0.09375,0.1875,0.0,0.0,True,True,7000000.0,2005-10-26,5.0,1.0,52.0,64.0,49.0,15.0,Germany,GER
8368,7518,WC-2006,DF,Carlos,Roberto,Brazil,1973-04-10,dob+relaxed,75.67567567567568,45.0,6.0,6.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,3.0,LaLiga,Real Madrid,LaLiga,0.13333333333333333,0.13333333333333333,0.2,0.0,0.0,True,True,6500000.0,2006-01-11,2.0,1.0,70.0,70.0,40.0,30.0,Spain,ESP
8369,5876,WC-2006,FW,Adriano,not applicable,Brazil,1982-02-17,dob+lastname,100.0,47.0,19.0,7.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,Serie A,Inter Milan,Serie A,0.40425531914893614,0.14893617021276595,0.06382978723404255,0.0,0.0,True,True,32000000.0,2006-04-08,1.0,1.0,76.0,68.0,30.0,38.0,Italy,ITA
8370,3366,WC-2006,MF,Kaká,not applicable,Brazil,1982-04-22,dob+lastname,100.0,49.0,19.0,11.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,Serie A,AC Milan,Serie A,0.3877551020408163,0.22448979591836735,0.04081632653061224,0.0,0.0,True,True,35000000.0,2006-04-08,3.0,1.0,58.0,85.0,31.0,54.0,Italy,ITA
8371,3140,WC-2006,FW,Ronaldo,not applicable,Brazil,1976-09-18,dob+lastname,100.0,27.0,15.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,LaLiga,Real Madrid,LaLiga,0.5555555555555556,0.1111111111111111,0.037037037037037035,0.0,0.0,True,True,27500000.0,2006-01-11,2.0,1.0,70.0,70.0,40.0,30.0,Spain,ESP
8372,3373,WC-2006,MF,Ronaldinho,not applicable,Brazil,1980-03-21,dob+lastname,100.0,45.0,26.0,24.0,0.0,10.0,5.0,0.0,1.0,0.0,0.0,4.0,LaLiga,FC Barcelona,LaLiga,0.5777777777777777,0.5333333333333333,0.1111111111111111,0.0,0.0,True,True,70000000.0,2006-01-19,1.0,1.0,82.0,80.0,35.0,45.0,Spain,ESP
8373,89,WC-2006,MF,Zé Roberto,not applicable,Brazil,1974-07-06,dob+name,100.0,39.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,Bundesliga,Bayern Munich,Bundesliga,0.02564102564102564,0.15384615384615385,0.10256410256410256,0.0,0.0,True,True,8500000.0,2006-01-08,1.0,1.0,75.0,67.0,32.0,35.0,Germany,GER
8375,26101,WC-2006,DF,Cicinho,not applicable,Brazil,1980-06-24,dob+name,100.0,24.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,LaLiga,Real Madrid,LaLiga,0.125,0.08333333333333333,0.20833333333333334,0.0,0.0,True,True,12500000.0,2006-01-11,2.0,1.0,70.0,70.0,40.0,30.0,Spain,ESP
8376,13230,WC-2006,DF,Luisão,not applicable,Brazil,1981-02-13,dob+name,100.0,44.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,Liga Portugal,SL Benfica,Liga Portugal,0.045454545454545456,0.0,0.22727272727272727,0.0,0.0,True,True,10000000.0,2005-01-29,3.0,1.0,67.0,51.0,29.0,22.0,Portugal,POR
8377,24946,WC-2006,DF,Cris,not applicable,Brazil,1977-06-03,name_only,100.0,24.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,Liga Portugal 2,CD Feirense,Liga Portugal 2,0.0,0.0,0.25,0.0,0.0,True,True,0.0,2004-10-03,,,,,,,Portugal,POR
8378,18734,WC-2006,DF,Gilberto,not applicable,Brazil,1976-04-25,dob+name,100.0,29.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,Bundesliga,Hertha BSC,Bundesliga,0.10344827586206896,0.06896551724137931,0.10344827586206896,0.0,0.0,True,True,4000000.0,2006-06-01,6.0,1.0,48.0,52.0,48.0,4.0,Germany,GER
8379,3194,WC-2006,MF,Silva,Gilberto,Brazil,1976-10-07,dob+lastname,100.0,48.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,Premier League,Arsenal FC,Premier League,0.08333333333333333,0.020833333333333332,0.08333333333333333,0.0,0.0,True,True,7750000.0,2005-10-16,4.0,1.0,67.0,68.0,31.0,37.0,England,ENG
8380,55258,WC-2006,MF,Mineiro,not applicable,Brazil,1975-08-02,name_only,100.0,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,
8382,13833,WC-2006,MF,Ricardinho,not applicable,Brazil,1976-05-23,dob+name,100.0,,,,,,,,,,,,,,,,,,,,False,False,3000000.0,2004-10-03,,,,,,,,
8383,31005,WC-2006,FW,Fred,not applicable,Brazil,1983-10-03,dob+lastname,100.0,45.0,17.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,Ligue 1,Olympique Lyon,Ligue 1,0.37777777777777777,0.044444444444444446,0.1111111111111111,0.0,0.0,True,True,12000000.0,2005-08-26,1.0,1.0,84.0,73.0,31.0,42.0,France,FRA
8384,22412,WC-2006,GK,César,Júlio,Brazil,1979-09-03,dob+name,100.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,31.0,21.0,5.0,Serie A,Inter Milan,Serie A,0.0,0.0,0.05,0.775,0.525,True,True,6000000.0,2006-04-08,1.0,1.0,76.0,68.0,30.0,38.0,Italy,ITA
8385,15511,WC-2006,FW,Robinho,not applicable,Brazil,1984-01-25,dob+lastname,100.0,51.0,12.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,LaLiga,Real Madrid,LaLiga,0.23529411764705882,0.17647058823529413,0.09803921568627451,0.0,0.0,True,True,25000000.0,2005-07-22,2.0,1.0,70.0,70.0,40.0,30.0,Spain,ESP
8388,775273,WC-2006,DF,Marín,Luis,Costa Rica,1974-08-10,name_only,100.0,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,
8390,5969,WC-2006,DF,Martínez,Gilberto,Costa Rica,1979-10-01,dob+name,100.0,40.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,Serie B,Brescia Calcio,Serie B,0.0,0.0,0.125,0.0,0.0,True,True,3000000.0,2005-01-15,10.0,2.0,60.0,54.0,44.0,10.0,Italy,ITA
8392,38163,WC-2006,MF,Bolaños,Christian,Costa Rica,1984-05-17,dob+name,100.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,Deportivo Saprissa,CONCACAF CC,0.0,0.0,0.2,0.0,0.0,True,False,700000.0,2006-05-18,,,,,,,,
8397,38222,WC-2006,DF,González,Leonardo,Costa Rica,1980-11-21,dob+name,100.0,,,,,,,,,,,,,,,,,,,,False,False,400000.0,2006-05-18,,,,,,,,
8401,225459,WC-2006,MF,Hernández,Carlos,Costa Rica,1982-04-09,name_only,100.0,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,
8402,39566,WC-2006,DF,Badilla,Gabriel,Costa Rica,1984-06-30,dob+name,100.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,Deportivo Saprissa,CONCACAF CC,0.0,0.0,0.2,0.0,0.0,True,False,400000.0,2006-05-18,,,,,,,,
8404,35378,WC-2006,FW,Saborío,Álvaro,Costa Rica,1982-03-25,dob+name,100.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,Deportivo Saprissa,CONCACAF CC,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,True,False,450000.0,2006-05-18,,,,,,,,
8407,86858,WC-2006,DF,Rodríguez,Michael,Costa Rica,1981-12-30,name_only,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Sports Réunis Colmar,Coupe de France,0.0,0.0,0.0,0.0,0.0,True,False,,,,,,,,,,
8409,14937,WC-2006,GK,Pletikosa,Stipe,Croatia,1979-01-08,dob+name,100.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,K League 1,HNK Hajduk Split,K League 1,0.0,0.0,0.25,0.5,0.5,True,True,2500000.0,2005-12-17,5.0,1.0,40.0,38.0,34.0,4.0,South Korea,KOR
8410,14942,WC-2006,MF,Srna,Darijo,Croatia,1982-05-01,dob+name,100.0,33.0,2.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0,Ukrainian Premier Liga,Shakhtar Donetsk,Ukrainian Premier Liga,0.06060606060606061,0.24242424242424243,0.30303030303030304,0.0,0.0,True,True,4250000.0,2006-01-19,1.0,1.0,75.0,64.0,14.0,50.0,Ukraine,UKR
8411,354,WC-2006,DF,Šimunić,Josip,Croatia,1978-02-18,dob+name,100.0,25.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,4.0,Bundesliga,Hertha BSC,Bundesliga,0.0,0.04,0.36,0.0,0.0,True,True,8000000.0,2005-08-03,6.0,1.0,48.0,52.0,48.0,4.0,Germany,GER
8412,75,WC-2006,DF,Kovač,Robert,Croatia,1974-04-06,dob+name,100.0,24.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,Serie A,Juventus FC,Serie A,0.041666666666666664,0.0,0.20833333333333334,0.0,0.0,True,True,3000000.0,2006-04-08,20.0,1.0,0.0,71.0,24.0,47.0,Italy,ITA
8413,5752,WC-2006,MF,Tudor,Igor,Croatia,1978-04-16,dob+name,100.0,24.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,Serie A,AC Siena,Serie A,0.041666666666666664,0.0,0.3333333333333333,0.0,0.0,True,True,3500000.0,2005-07-27,15.0,1.0,39.0,42.0,60.0,-18.0,Italy,ITA
